event,accuracy_eval,objective,error,accuracy,flops_norm,flops,params,score,elapsed_sec,params_json
105,29,flops,,,0.03631549333333333,5447324.0,129794.0,,4020.3414,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.14949191897, ""learning_rate"": 0.000197752172, ""new_fc_1"": 13, ""new_fc_10"": 32, ""new_fc_2"": 17, ""new_fc_3"": 12, ""new_fc_4"": 29, ""new_fc_5"": 11, ""new_fc_6"": 16, ""new_fc_7"": 20, ""new_fc_8"": 28, ""new_fc_9"": 6, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 6}"
106,29,flops,,,0.005167893333333333,775184.0,48938.0,,4021.028,"{""activation"": ""elu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.252995503299, ""learning_rate"": 0.000906102482, ""new_fc_1"": 0, ""new_fc_10"": 26, ""new_fc_2"": 23, ""new_fc_3"": 4, ""new_fc_4"": 5, ""new_fc_5"": 11, ""new_fc_6"": 14, ""new_fc_7"": 23, ""new_fc_8"": 18, ""new_fc_9"": 9, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 1}"
107,29,flops,,,0.038425893333333336,5763884.0,288034.0,,4021.6977,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.441465979115, ""learning_rate"": 0.000879423874, ""new_fc_1"": 19, ""new_fc_10"": 3, ""new_fc_2"": 8, ""new_fc_3"": 0, ""new_fc_4"": 3, ""new_fc_5"": 11, ""new_fc_6"": 11, ""new_fc_7"": 18, ""new_fc_8"": 0, ""new_fc_9"": 9, ""num_neurons"": 8, ""optimizer"": ""Adadelta"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 3}"
108,29,flops,,,0.23085437333333333,34628156.0,328730.0,,4022.4718,"{""activation"": ""elu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.389689758961, ""learning_rate"": 0.000437249112, ""new_fc_1"": 11, ""new_fc_10"": 30, ""new_fc_2"": 11, ""new_fc_3"": 5, ""new_fc_4"": 4, ""new_fc_5"": 10, ""new_fc_6"": 21, ""new_fc_7"": 16, ""new_fc_8"": 11, ""new_fc_9"": 1, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 5}"
109,29,flops,,,0.02567448,3851172.0,146562.0,,4023.5655,"{""activation"": ""elu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.045796503426, ""learning_rate"": 0.00056170799, ""new_fc_1"": 26, ""new_fc_10"": 31, ""new_fc_2"": 14, ""new_fc_3"": 14, ""new_fc_4"": 8, ""new_fc_5"": 5, ""new_fc_6"": 18, ""new_fc_7"": 25, ""new_fc_8"": 13, ""new_fc_9"": 12, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 4}"
110,30,accuracy,0.8999999985098839,0.10000000149011612,0.03631549333333333,5447324.0,129794.0,-0.3591053530430813,4228.5636,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.14949191897, ""learning_rate"": 0.000197752172, ""new_fc_1"": 13, ""new_fc_10"": 32, ""new_fc_2"": 17, ""new_fc_3"": 12, ""new_fc_4"": 29, ""new_fc_5"": 11, ""new_fc_6"": 16, ""new_fc_7"": 20, ""new_fc_8"": 28, ""new_fc_9"": 6, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 6}"
111,30,flops,,,0.00568712,853068.0,60182.0,,4229.4243,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.451036238099, ""learning_rate"": 0.000866743867, ""new_fc_1"": 19, ""new_fc_10"": 8, ""new_fc_2"": 31, ""new_fc_3"": 10, ""new_fc_4"": 6, ""new_fc_5"": 8, ""new_fc_6"": 7, ""new_fc_7"": 17, ""new_fc_8"": 28, ""new_fc_9"": 22, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 1}"
112,30,flops,,,0.09052125333333333,13578188.0,224538.0,,4230.243,"{""activation"": ""elu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.270363885852, ""learning_rate"": 0.000371116207, ""new_fc_1"": 10, ""new_fc_10"": 31, ""new_fc_2"": 2, ""new_fc_3"": 22, ""new_fc_4"": 2, ""new_fc_5"": 9, ""new_fc_6"": 3, ""new_fc_7"": 26, ""new_fc_8"": 9, ""new_fc_9"": 4, ""num_neurons"": 8, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 4}"
113,30,flops,,,0.3487348,52310220.0,1187946.0,,4231.0245,"{""activation"": ""relu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.297168849968, ""learning_rate"": 0.000621826381, ""new_fc_1"": 31, ""new_fc_10"": 22, ""new_fc_2"": 27, ""new_fc_3"": 1, ""new_fc_4"": 0, ""new_fc_5"": 25, ""new_fc_6"": 2, ""new_fc_7"": 24, ""new_fc_8"": 28, ""new_fc_9"": 17, ""num_neurons"": 16, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 1}"
114,30,flops,,,0.007448026666666666,1117204.0,44966.0,,4231.877,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.263243658267, ""learning_rate"": 0.00076290788, ""new_fc_1"": 10, ""new_fc_10"": 15, ""new_fc_2"": 1, ""new_fc_3"": 18, ""new_fc_4"": 20, ""new_fc_5"": 2, ""new_fc_6"": 13, ""new_fc_7"": 29, ""new_fc_8"": 8, ""new_fc_9"": 14, ""num_neurons"": 4, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 2}"
115,30,flops,,,0.2256404,33846060.0,1983338.0,,4232.6606,"{""activation"": ""selu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.207834545837, ""learning_rate"": 0.000304091206, ""new_fc_1"": 16, ""new_fc_10"": 15, ""new_fc_2"": 29, ""new_fc_3"": 12, ""new_fc_4"": 29, ""new_fc_5"": 23, ""new_fc_6"": 17, ""new_fc_7"": 13, ""new_fc_8"": 20, ""new_fc_9"": 21, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 4}"
116,31,accuracy,0.4115999937057495,0.5884000062942505,0.00719752,1079628.0,52774.0,-0.7097207484059753,5577.3627,"{""activation"": ""relu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.054204380511, ""learning_rate"": 0.000253738123, ""new_fc_1"": 13, ""new_fc_10"": 13, ""new_fc_2"": 8, ""new_fc_3"": 30, ""new_fc_4"": 1, ""new_fc_5"": 17, ""new_fc_6"": 4, ""new_fc_7"": 25, ""new_fc_8"": 22, ""new_fc_9"": 11, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 2}"
117,31,flops,,,0.04251272,6376908.0,61886.0,,5578.1434,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.470827613548, ""learning_rate"": 0.000449724193, ""new_fc_1"": 19, ""new_fc_10"": 27, ""new_fc_2"": 24, ""new_fc_3"": 8, ""new_fc_4"": 2, ""new_fc_5"": 0, ""new_fc_6"": 21, ""new_fc_7"": 23, ""new_fc_8"": 26, ""new_fc_9"": 10, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 1}"
118,31,flops,,,0.028715893333333332,4307384.0,78746.0,,5578.9679,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.397841927504, ""learning_rate"": 0.000830597042, ""new_fc_1"": 13, ""new_fc_10"": 10, ""new_fc_2"": 23, ""new_fc_3"": 32, ""new_fc_4"": 26, ""new_fc_5"": 15, ""new_fc_6"": 0, ""new_fc_7"": 25, ""new_fc_8"": 5, ""new_fc_9"": 16, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 2}"
119,31,flops,,,0.30340845333333333,45511268.0,1064146.0,,5579.727,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.324885401857, ""learning_rate"": 0.000706017194, ""new_fc_1"": 30, ""new_fc_10"": 15, ""new_fc_2"": 18, ""new_fc_3"": 3, ""new_fc_4"": 9, ""new_fc_5"": 13, ""new_fc_6"": 21, ""new_fc_7"": 25, ""new_fc_8"": 0, ""new_fc_9"": 19, ""num_neurons"": 8, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 7}"
120,32,accuracy,0.8999999985098839,0.10000000149011612,0.00568712,853068.0,60182.0,-0.36829386504308126,5964.8896,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.451036238099, ""learning_rate"": 0.000866743867, ""new_fc_1"": 19, ""new_fc_10"": 8, ""new_fc_2"": 31, ""new_fc_3"": 10, ""new_fc_4"": 6, ""new_fc_5"": 8, ""new_fc_6"": 7, ""new_fc_7"": 17, ""new_fc_8"": 28, ""new_fc_9"": 22, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 1}"
121,32,flops,,,0.04499378666666667,6749068.0,107794.0,,5966.3207,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.270803101448, ""learning_rate"": 0.0001800862, ""new_fc_1"": 16, ""new_fc_10"": 29, ""new_fc_2"": 21, ""new_fc_3"": 26, ""new_fc_4"": 27, ""new_fc_5"": 30, ""new_fc_6"": 1, ""new_fc_7"": 27, ""new_fc_8"": 16, ""new_fc_9"": 31, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 2}"
122,33,accuracy,0.8889999985694885,0.11100000143051147,0.04251272,6376908.0,61886.0,-0.36494618500135806,6711.1025,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.470827613548, ""learning_rate"": 0.000449724193, ""new_fc_1"": 19, ""new_fc_10"": 27, ""new_fc_2"": 24, ""new_fc_3"": 8, ""new_fc_4"": 2, ""new_fc_5"": 0, ""new_fc_6"": 21, ""new_fc_7"": 23, ""new_fc_8"": 26, ""new_fc_9"": 10, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 1}"
123,33,flops,,,0.071834,10775100.0,136770.0,,6711.8786,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.179124125558, ""learning_rate"": 0.000117183473, ""new_fc_1"": 6, ""new_fc_10"": 6, ""new_fc_2"": 2, ""new_fc_3"": 23, ""new_fc_4"": 20, ""new_fc_5"": 2, ""new_fc_6"": 3, ""new_fc_7"": 0, ""new_fc_8"": 3, ""new_fc_9"": 23, ""num_neurons"": 8, ""optimizer"": ""Adadelta"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 3}"
124,33,flops,,,0.007689226666666667,1153384.0,76770.0,,6712.7045,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.065623243729, ""learning_rate"": 0.000991358275, ""new_fc_1"": 19, ""new_fc_10"": 24, ""new_fc_2"": 22, ""new_fc_3"": 14, ""new_fc_4"": 1, ""new_fc_5"": 6, ""new_fc_6"": 12, ""new_fc_7"": 15, ""new_fc_8"": 17, ""new_fc_9"": 23, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 2}"
125,33,flops,,,0.13112594666666666,19668892.0,558330.0,,6713.5228,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.059565326628, ""learning_rate"": 0.000487699745, ""new_fc_1"": 14, ""new_fc_10"": 30, ""new_fc_2"": 26, ""new_fc_3"": 2, ""new_fc_4"": 24, ""new_fc_5"": 9, ""new_fc_6"": 5, ""new_fc_7"": 12, ""new_fc_8"": 7, ""new_fc_9"": 27, ""num_neurons"": 8, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 7}"
126,34,accuracy,0.43400001525878906,0.5659999847412109,0.21807378666666666,32711068.0,1148426.0,-0.6307778533188476,8898.6417,"{""activation"": ""selu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.235497796295, ""learning_rate"": 0.000459243491, ""new_fc_1"": 16, ""new_fc_10"": 6, ""new_fc_2"": 4, ""new_fc_3"": 12, ""new_fc_4"": 30, ""new_fc_5"": 9, ""new_fc_6"": 22, ""new_fc_7"": 28, ""new_fc_8"": 15, ""new_fc_9"": 16, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 2}"
127,35,accuracy,0.8999999985098839,0.10000000149011612,0.012353653333333334,1853048.0,170894.0,-0.3662939050430813,9043.4967,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.181615520153, ""learning_rate"": 0.000786155316, ""new_fc_1"": 31, ""new_fc_10"": 23, ""new_fc_2"": 19, ""new_fc_3"": 23, ""new_fc_4"": 29, ""new_fc_5"": 12, ""new_fc_6"": 11, ""new_fc_7"": 15, ""new_fc_8"": 30, ""new_fc_9"": 32, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 3}"
128,35,flops,,,0.01070632,1605948.0,94142.0,,9044.6366,"{""activation"": ""selu"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.454505707652, ""learning_rate"": 0.000134241049, ""new_fc_1"": 15, ""new_fc_10"": 31, ""new_fc_2"": 8, ""new_fc_3"": 12, ""new_fc_4"": 16, ""new_fc_5"": 18, ""new_fc_6"": 4, ""new_fc_7"": 15, ""new_fc_8"": 26, ""new_fc_9"": 27, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 3}"
129,35,flops,,,0.013642933333333333,2046440.0,28466.0,,9045.442,"{""activation"": ""swish"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.457208040399, ""learning_rate"": 0.00065965504, ""new_fc_1"": 0, ""new_fc_10"": 12, ""new_fc_2"": 11, ""new_fc_3"": 26, ""new_fc_4"": 1, ""new_fc_5"": 2, ""new_fc_6"": 20, ""new_fc_7"": 12, ""new_fc_8"": 15, ""new_fc_9"": 6, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 1}"
130,35,flops,,,0.9767022666666667,146505340.0,14585098.0,,9046.9925,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.166476460698, ""learning_rate"": 0.000359335406, ""new_fc_1"": 16, ""new_fc_10"": 4, ""new_fc_2"": 19, ""new_fc_3"": 3, ""new_fc_4"": 21, ""new_fc_5"": 23, ""new_fc_6"": 19, ""new_fc_7"": 22, ""new_fc_8"": 12, ""new_fc_9"": 30, ""num_neurons"": 64, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 1}"
131,35,flops,,,0.3885243466666667,58278652.0,4552490.0,,9047.9652,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.403677837571, ""learning_rate"": 0.000336611513, ""new_fc_1"": 16, ""new_fc_10"": 21, ""new_fc_2"": 22, ""new_fc_3"": 5, ""new_fc_4"": 4, ""new_fc_5"": 17, ""new_fc_6"": 12, ""new_fc_7"": 29, ""new_fc_8"": 10, ""new_fc_9"": 30, ""num_neurons"": 32, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 2}"
132,35,flops,,,0.015893093333333334,2383964.0,133998.0,,9048.7802,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.27738219783, ""learning_rate"": 0.000469267269, ""new_fc_1"": 19, ""new_fc_10"": 4, ""new_fc_2"": 10, ""new_fc_3"": 20, ""new_fc_4"": 29, ""new_fc_5"": 12, ""new_fc_6"": 14, ""new_fc_7"": 18, ""new_fc_8"": 32, ""new_fc_9"": 26, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 4}"
133,36,accuracy,0.8999999985098839,0.10000000149011612,0.04499378666666667,6749068.0,107794.0,-0.3565018650430813,9253.4979,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.270803101448, ""learning_rate"": 0.0001800862, ""new_fc_1"": 16, ""new_fc_10"": 29, ""new_fc_2"": 21, ""new_fc_3"": 26, ""new_fc_4"": 27, ""new_fc_5"": 30, ""new_fc_6"": 1, ""new_fc_7"": 27, ""new_fc_8"": 16, ""new_fc_9"": 31, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 2}"
134,37,accuracy,0.4293000102043152,0.5706999897956848,0.2256404,33846060.0,1983338.0,-0.6317978728569793,11438.2452,"{""activation"": ""selu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.207834545837, ""learning_rate"": 0.000304091206, ""new_fc_1"": 16, ""new_fc_10"": 15, ""new_fc_2"": 29, ""new_fc_3"": 12, ""new_fc_4"": 29, ""new_fc_5"": 23, ""new_fc_6"": 17, ""new_fc_7"": 13, ""new_fc_8"": 20, ""new_fc_9"": 21, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 4}"
135,37,flops,,,0.08999517333333333,13499276.0,184882.0,,11439.3097,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.248241547142, ""learning_rate"": 0.000988948725, ""new_fc_1"": 17, ""new_fc_10"": 11, ""new_fc_2"": 21, ""new_fc_3"": 22, ""new_fc_4"": 21, ""new_fc_5"": 8, ""new_fc_6"": 20, ""new_fc_7"": 1, ""new_fc_8"": 12, ""new_fc_9"": 3, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 8}"
136,37,flops,,,1.01531944,152297916.0,1284746.0,,11440.4123,"{""activation"": ""selu"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.224036133923, ""learning_rate"": 0.000984738826, ""new_fc_1"": 1, ""new_fc_10"": 12, ""new_fc_2"": 18, ""new_fc_3"": 23, ""new_fc_4"": 1, ""new_fc_5"": 4, ""new_fc_6"": 2, ""new_fc_7"": 4, ""new_fc_8"": 7, ""new_fc_9"": 20, ""num_neurons"": 32, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 3}"
137,37,flops,,,0.04580682666666667,6871024.0,68430.0,,11441.1309,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.196899885159, ""learning_rate"": 0.000167918567, ""new_fc_1"": 21, ""new_fc_10"": 21, ""new_fc_2"": 8, ""new_fc_3"": 15, ""new_fc_4"": 4, ""new_fc_5"": 6, ""new_fc_6"": 14, ""new_fc_7"": 3, ""new_fc_8"": 22, ""new_fc_9"": 15, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 2}"
138,37,flops,,,0.04559344,6839016.0,152310.0,,11441.9345,"{""activation"": ""relu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.314582613574, ""learning_rate"": 0.000294929667, ""new_fc_1"": 21, ""new_fc_10"": 23, ""new_fc_2"": 30, ""new_fc_3"": 8, ""new_fc_4"": 13, ""new_fc_5"": 15, ""new_fc_6"": 10, ""new_fc_7"": 25, ""new_fc_8"": 10, ""new_fc_9"": 12, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 5}"
139,37,flops,,,0.024901386666666667,3735208.0,43794.0,,11442.6523,"{""activation"": ""selu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.203300768921, ""learning_rate"": 0.000496008538, ""new_fc_1"": 2, ""new_fc_10"": 29, ""new_fc_2"": 20, ""new_fc_3"": 8, ""new_fc_4"": 7, ""new_fc_5"": 1, ""new_fc_6"": 3, ""new_fc_7"": 17, ""new_fc_8"": 30, ""new_fc_9"": 26, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 1}"
140,38,accuracy,0.9002000018954277,0.0997999981045723,0.03140032,4710048.0,134138.0,-0.3604399026732006,11828.3448,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.116156146112, ""learning_rate"": 0.000428428351, ""new_fc_1"": 18, ""new_fc_10"": 2, ""new_fc_2"": 18, ""new_fc_3"": 25, ""new_fc_4"": 20, ""new_fc_5"": 21, ""new_fc_6"": 14, ""new_fc_7"": 7, ""new_fc_8"": 8, ""new_fc_9"": 6, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 5}"
141,38,flops,,,0.17837709333333332,26756564.0,972474.0,,11829.1156,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.066334463369, ""learning_rate"": 0.000870562629, ""new_fc_1"": 26, ""new_fc_10"": 26, ""new_fc_2"": 0, ""new_fc_3"": 25, ""new_fc_4"": 4, ""new_fc_5"": 32, ""new_fc_6"": 1, ""new_fc_7"": 17, ""new_fc_8"": 32, ""new_fc_9"": 24, ""num_neurons"": 8, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 7}"
142,38,flops,,,0.03681101333333334,5521652.0,51094.0,,11829.7622,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.183103460024, ""learning_rate"": 0.000268799472, ""new_fc_1"": 5, ""new_fc_10"": 17, ""new_fc_2"": 20, ""new_fc_3"": 0, ""new_fc_4"": 3, ""new_fc_5"": 11, ""new_fc_6"": 19, ""new_fc_7"": 20, ""new_fc_8"": 19, ""new_fc_9"": 0, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 4}"
143,38,flops,,,0.04721301333333333,7081952.0,266378.0,,11830.5701,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.435607266924, ""learning_rate"": 0.000739349681, ""new_fc_1"": 31, ""new_fc_10"": 17, ""new_fc_2"": 20, ""new_fc_3"": 8, ""new_fc_4"": 7, ""new_fc_5"": 29, ""new_fc_6"": 16, ""new_fc_7"": 15, ""new_fc_8"": 2, ""new_fc_9"": 14, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 7}"
144,38,flops,,,0.024938746666666668,3740812.0,46646.0,,11831.2662,"{""activation"": ""relu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.201047578698, ""learning_rate"": 0.000145414328, ""new_fc_1"": 6, ""new_fc_10"": 21, ""new_fc_2"": 29, ""new_fc_3"": 6, ""new_fc_4"": 4, ""new_fc_5"": 30, ""new_fc_6"": 18, ""new_fc_7"": 23, ""new_fc_8"": 8, ""new_fc_9"": 23, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 1}"
145,39,accuracy,0.7519000023603439,0.24809999763965607,0.04580682666666667,6871024.0,68430.0,-0.45992795034775924,12875.977,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.196899885159, ""learning_rate"": 0.000167918567, ""new_fc_1"": 21, ""new_fc_10"": 21, ""new_fc_2"": 8, ""new_fc_3"": 15, ""new_fc_4"": 4, ""new_fc_5"": 6, ""new_fc_6"": 14, ""new_fc_7"": 3, ""new_fc_8"": 22, ""new_fc_9"": 15, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 2}"
146,39,flops,,,0.088814,13322100.0,250386.0,,12877.0592,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.125952640457, ""learning_rate"": 0.000548763114, ""new_fc_1"": 3, ""new_fc_10"": 27, ""new_fc_2"": 4, ""new_fc_3"": 19, ""new_fc_4"": 19, ""new_fc_5"": 16, ""new_fc_6"": 3, ""new_fc_7"": 28, ""new_fc_8"": 18, ""new_fc_9"": 32, ""num_neurons"": 8, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 4}"
147,39,flops,,,0.23186653333333335,34779980.0,317658.0,,12877.856,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.060676129916, ""learning_rate"": 0.000173300207, ""new_fc_1"": 9, ""new_fc_10"": 9, ""new_fc_2"": 23, ""new_fc_3"": 21, ""new_fc_4"": 0, ""new_fc_5"": 5, ""new_fc_6"": 11, ""new_fc_7"": 15, ""new_fc_8"": 8, ""new_fc_9"": 21, ""num_neurons"": 8, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 5}"
148,39,flops,,,0.10638792,15958188.0,301634.0,,12878.645,"{""activation"": ""selu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.075129979112, ""learning_rate"": 0.000258614265, ""new_fc_1"": 19, ""new_fc_10"": 20, ""new_fc_2"": 23, ""new_fc_3"": 12, ""new_fc_4"": 7, ""new_fc_5"": 20, ""new_fc_6"": 13, ""new_fc_7"": 25, ""new_fc_8"": 12, ""new_fc_9"": 7, ""num_neurons"": 8, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 2}"
